# TIME_STAMP_s,TIME_STAMP_ms,OR_TIME_STAMP_s,OR_TIME_STAMP_ms,COUNTER,INTERPOLATED,AF3,T7,Pz,T8,AF4,RAW_CQ,BATTERY,BATTERY_PERCENT,MarkerIndex,MarkerType,MarkerValueInt,MARKER_HARDWARE,CQ_AF3,CQ_T7,CQ_Pz,CQ_T8,CQ_AF4,CQ_OVERALL,EQ_SampleRateQua,EQ_OVERALL,EQ_AF3,EQ_T7,EQ_Pz,EQ_T8,EQ_AF4
0.000000000000000000e+00,7.810000000000000102e-05,0.000000000000000000e+00,7.799999999999999859e-05,8.499999999999999255e-05,0.000000000000000000e+00,4.266153846153845734e-03,4.460512820512819825e-03,4.229743589743588383e-03,4.185128205128204985e-03,4.306153846153845839e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.590000000000000088e-05,0.000000000000000000e+00,8.599999999999998976e-05,8.599999999999998976e-05,0.000000000000000000e+00,4.234358974358973411e-03,4.396410256410255776e-03,4.208717948717947792e-03,4.155897435897435745e-03,4.252307692307692386e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.370000000000000074e-05,0.000000000000000000e+00,9.399999999999999448e-05,8.700000000000000051e-05,0.000000000000000000e+00,4.271282051282051032e-03,4.421025641025640857e-03,4.227692307692307305e-03,4.158974358974358229e-03,4.263076923076922382e-03,1.617499999999999841e-02,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.015000000000000006e-04,0.000000000000000000e+00,1.019999999999999992e-04,8.799999999999999771e-05,0.000000000000000000e+00,4.268717948717947949e-03,4.449743589743588960e-03,4.225128205128205090e-03,4.143589743589743205e-03,4.255897435897435140e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.094000000000000029e-04,0.000000000000000000e+00,1.099999999999999904e-04,8.899999999999999491e-05,0.000000000000000000e+00,4.231794871794871196e-03,4.423589743589743072e-03,4.207179487179486116e-03,4.139487179487178446e-03,4.239999999999999845e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.172000000000000027e-04,0.000000000000000000e+00,1.169999999999999979e-04,8.999999999999999212e-05,0.000000000000000000e+00,4.239487179487178709e-03,4.376410256410255724e-03,4.217948717948717847e-03,4.134871794871795153e-03,4.277948717948718005e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.250000000000000026e-04,0.000000000000000000e+00,1.250000000000000026e-04,9.099999999999998932e-05,0.000000000000000000e+00,4.270256410256409625e-03,4.402564102564102480e-03,4.228717948717947844e-03,4.122051282051281476e-03,4.297435897435896920e-03,1.617499999999999841e-02,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.328000000000000025e-04,0.000000000000000000e+00,1.330000000000000073e-04,9.200000000000000007e-05,0.000000000000000000e+00,4.267692307692307410e-03,4.473333333333332634e-03,4.225128205128205090e-03,4.138461538461537907e-03,4.276410256410255462e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.405999999999999752e-04,0.000000000000000000e+00,1.409999999999999849e-04,9.299999999999999727e-05,0.000000000000000000e+00,4.277948717948718005e-03,4.479487179487178471e-03,4.238974358974358439e-03,4.162564102564102718e-03,4.273846153846153247e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.484000000000000022e-04,0.000000000000000000e+00,1.489999999999999897e-04,9.399999999999999448e-05,0.000000000000000000e+00,4.297948717948717190e-03,4.433333333333332529e-03,4.249743589743588436e-03,4.163076923076922987e-03,4.275384615384614923e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.562000000000000020e-04,0.000000000000000000e+00,1.569999999999999944e-04,9.499999999999999168e-05,0.000000000000000000e+00,4.263076923076922382e-03,4.422564102564102533e-03,4.226666666666665899e-03,4.164615384615383796e-03,4.261538461538460706e-03,1.617499999999999841e-02,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.641000000000000043e-04,0.000000000000000000e+00,1.649999999999999991e-04,9.600000000000000243e-05,0.000000000000000000e+00,4.236923076923075626e-03,4.414871794871795020e-03,4.204102564102563631e-03,4.173333333333332715e-03,4.250256410256409573e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.719000000000000042e-04,0.000000000000000000e+00,1.730000000000000038e-04,9.699999999999999963e-05,0.000000000000000000e+00,4.247692307692307358e-03,4.389743589743588803e-03,4.212820512820512550e-03,4.134358974358973149e-03,4.236923076923075626e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.797000000000000040e-04,0.000000000000000000e+00,1.799999999999999842e-04,9.799999999999999684e-05,0.000000000000000000e+00,4.241025641025640384e-03,4.410769230769230262e-03,4.221025641025640332e-03,4.087179487179486669e-03,4.223076923076922277e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.875000000000000039e-04,0.000000000000000000e+00,1.879999999999999890e-04,9.899999999999999404e-05,0.000000000000000000e+00,4.221025641025640332e-03,4.415897435897435559e-03,4.212820512820512550e-03,4.088205128205128075e-03,4.241538461538460654e-03,1.617499999999999841e-02,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.953000000000000038e-04,0.000000000000000000e+00,1.959999999999999937e-04,9.999999999999999124e-05,0.000000000000000000e+00,4.220512820512820062e-03,4.376923076923075993e-03,4.211794871794871144e-03,4.101025641025640885e-03,4.246666666666665951e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.031000000000000036e-04,0.000000000000000000e+00,2.039999999999999984e-04,1.010000000000000020e-04,0.000000000000000000e+00,4.244102564102563736e-03,4.384615384615383506e-03,4.230769230769230657e-03,4.121025641025640070e-03,4.226666666666665899e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.109000000000000035e-04,0.000000000000000000e+00,2.120000000000000031e-04,1.019999999999999992e-04,0.000000000000000000e+00,4.264615384615384058e-03,4.437435897435897288e-03,4.246153846153845682e-03,4.155897435897435745e-03,4.245128205128205143e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.188000000000000058e-04,0.000000000000000000e+00,2.199999999999999807e-04,1.029999999999999964e-04,0.000000000000000000e+00,4.231282051282050927e-03,4.441538461538461179e-03,4.225641025641025360e-03,4.137948717948717638e-03,4.236923076923075626e-03,1.617499999999999841e-02,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.266000000000000056e-04,0.000000000000000000e+00,2.279999999999999854e-04,1.039999999999999936e-04,0.000000000000000000e+00,4.208717948717947792e-03,4.424102564102563341e-03,4.211282051282050874e-03,4.092307692307691966e-03,4.204615384615383901e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.344000000000000055e-04,0.000000000000000000e+00,2.349999999999999930e-04,1.049999999999999908e-04,0.000000000000000000e+00,4.265641025641025465e-03,4.442564102564102585e-03,4.235384615384614818e-03,4.117948717948717585e-03,4.227179487179486168e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.422000000000000053e-04,0.000000000000000000e+00,2.429999999999999977e-04,1.060000000000000016e-04,0.000000000000000000e+00,4.276923076923075731e-03,4.424615384615383611e-03,4.240512820512820115e-03,4.161538461538460444e-03,4.274358974358973516e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.500000000000000052e-04,0.000000000000000000e+00,2.509999999999999753e-04,1.069999999999999988e-04,0.000000000000000000e+00,4.240512820512820115e-03,4.381025641025640752e-03,4.217948717948717847e-03,4.164102564102563526e-03,4.288205128205127732e-03,1.617499999999999841e-02,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.577999999999999780e-04,0.000000000000000000e+00,2.590000000000000071e-04,1.079999999999999960e-04,0.000000000000000000e+00,4.269743589743588488e-03,4.386153846153845182e-03,4.219487179487178656e-03,4.159487179487178499e-03,4.253333333333332925e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.656000000000000049e-04,0.000000000000000000e+00,2.669999999999999847e-04,1.089999999999999932e-04,0.000000000000000000e+00,4.278974358974358544e-03,4.389230769230768534e-03,4.226153846153845629e-03,4.144615384615383744e-03,4.197435897435897525e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.734999999999999801e-04,0.000000000000000000e+00,2.749999999999999624e-04,1.099999999999999904e-04,0.000000000000000000e+00,4.219487179487178656e-03,4.372307692307690966e-03,4.207179487179486116e-03,4.099487179487178341e-03,4.196410256410256119e-03,4.499999999999999877e-04,9.999999999999999547e-07,1.499999999999999869e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.999999999999999819e-06,3.999999999999999819e-06,1.999999999999999909e-06,3.999999999999999819e-06,3.999999999999999819e-06,8.299999999999999815e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
